Image,Neoplastic,Inflammatory,Connective,Dead,Epithelial
3_1056.png,0,0,11,0,0
3_1057.png,21,0,4,0,0
3_1058.png,30,0,3,0,0
3_1059.png,33,0,0,0,0
3_106.png,0,4,6,0,25
3_1060.png,30,0,2,0,0
3_1061.png,31,0,1,0,0
3_1062.png,23,2,7,11,0
3_1063.png,36,1,6,0,0
3_1064.png,27,0,2,0,0
3_1065.png,29,0,0,0,0
3_1066.png,36,0,2,0,0
3_1067.png,11,0,28,0,0
3_1068.png,25,0,8,0,0
3_1069.png,26,0,2,0,0
3_107.png,0,1,9,0,22
3_1070.png,20,0,8,0,0
3_1071.png,14,0,25,0,0
3_1072.png,16,2,12,4,0
3_1073.png,30,0,18,0,0
3_1074.png,13,0,4,9,0
3_1075.png,19,1,7,0,0
3_1076.png,0,0,0,0,0
3_1077.png,0,1,0,0,0
3_1078.png,0,0,0,0,0
3_1079.png,0,0,0,0,0
3_108.png,0,4,2,0,33
3_1080.png,0,3,0,0,0
3_1081.png,0,1,0,0,0
3_1082.png,0,1,0,0,0
3_1083.png,0,0,0,0,0
3_1084.png,0,1,0,0,0
3_1085.png,0,0,0,0,0
3_1086.png,0,3,0,0,0
3_1087.png,0,6,1,0,0
3_1088.png,0,0,0,0,0
3_1089.png,0,1,0,0,0
3_109.png,0,4,7,0,35
3_1090.png,0,1,0,0,0
3_1091.png,0,1,1,0,0
3_1092.png,0,1,0,0,0
3_1093.png,20,0,3,0,0
3_1094.png,24,1,4,0,0
3_1095.png,25,4,6,0,0
3_1096.png,29,0,1,0,0
3_1097.png,23,0,2,0,0
3_1098.png,17,1,6,0,0
3_1099.png,15,1,3,0,0
3_11.png,11,0,3,0,0
3_110.png,0,3,4,0,39
3_1100.png,12,0,3,0,0
3_1101.png,25,0,3,0,0
3_1102.png,2,0,2,0,0
3_1103.png,26,1,3,0,0
3_1104.png,22,0,1,0,0
3_1105.png,5,0,1,0,0
3_1106.png,8,1,0,0,0
3_1107.png,12,1,3,0,0
3_1108.png,11,0,3,0,0
3_1109.png,14,0,1,0,0
3_111.png,0,0,3,0,18
3_1110.png,10,0,2,0,0
3_1111.png,11,0,3,0,0
3_1112.png,10,1,0,0,0
3_1113.png,12,0,1,0,0
3_1114.png,16,0,1,0,0
3_1115.png,10,0,3,0,0
3_1116.png,6,0,4,0,0
3_1117.png,8,0,2,0,0
3_1118.png,10,0,4,0,0
3_1119.png,9,0,4,0,0
3_112.png,0,1,2,0,15
3_1120.png,10,2,2,0,0
3_1121.png,11,0,1,0,0
3_1122.png,8,0,1,0,0
3_1123.png,6,0,5,0,0
3_1124.png,11,0,0,0,0
3_1125.png,13,0,2,0,0
3_1126.png,17,0,0,0,0
3_1127.png,15,0,0,0,0
3_1128.png,11,0,1,0,0
3_1129.png,19,0,0,0,0
3_113.png,0,0,4,0,19
3_1130.png,19,0,0,0,0
3_1131.png,15,0,1,0,0
3_1132.png,12,0,0,0,0
3_1133.png,14,0,1,0,0
3_1134.png,18,0,2,0,0
3_1135.png,6,0,1,0,0
3_1136.png,10,0,1,0,0
3_1137.png,10,0,1,0,0
3_1138.png,11,0,0,0,0
3_1139.png,7,0,3,0,0
3_114.png,0,1,3,0,26
3_1140.png,7,0,1,0,0
3_1141.png,17,0,0,0,0
3_1142.png,16,0,2,0,0
3_1143.png,15,1,0,0,0
3_1144.png,15,0,0,0,0
3_1145.png,13,0,2,0,0
3_1146.png,14,0,0,0,0
3_1147.png,12,0,0,0,0
3_1148.png,11,0,0,0,0
3_1149.png,18,0,2,0,0
3_115.png,0,2,5,0,16
3_1150.png,12,1,0,0,0
3_1151.png,16,0,1,0,0
3_1152.png,8,0,0,0,0
3_1153.png,12,0,1,0,0
3_1154.png,8,1,3,0,0
3_1155.png,13,0,0,0,0
3_1156.png,8,0,7,0,0
3_1157.png,16,0,0,0,0
3_1158.png,10,1,0,0,0
3_1159.png,11,0,2,0,0
3_116.png,0,0,3,0,29
3_1160.png,16,0,5,0,0
3_1161.png,11,1,0,0,0
3_1162.png,14,0,0,0,0
3_1163.png,0,0,9,0,0
3_1164.png,0,0,9,0,0
3_1165.png,0,3,5,0,9
3_1166.png,0,13,12,0,16
3_1167.png,0,21,6,0,16
3_1168.png,0,1,2,0,13
3_1169.png,0,0,2,0,14
3_117.png,0,1,7,0,20
3_1170.png,0,0,6,0,0
3_1171.png,25,0,1,0,0
3_1172.png,7,0,8,0,0
3_1173.png,13,0,0,0,0
3_1174.png,26,0,0,0,0
3_1175.png,26,0,0,0,0
3_1176.png,14,0,6,0,0
3_1177.png,23,0,0,0,0
3_1178.png,4,0,6,0,0
3_1179.png,13,1,7,0,0
3_118.png,0,0,3,0,43
3_1180.png,5,0,8,0,0
3_1181.png,2,0,14,0,0
3_1182.png,23,0,5,0,0
3_1183.png,15,1,1,0,0
3_1184.png,11,0,2,0,0
3_1185.png,32,0,0,0,0
3_1186.png,0,0,7,0,7
3_1187.png,0,1,5,0,8
3_1188.png,0,0,3,0,11
3_1189.png,0,1,4,0,16
3_119.png,0,0,3,0,42
3_1190.png,0,0,3,0,12
3_1191.png,0,0,4,0,19
3_1192.png,0,1,4,0,18
3_1193.png,0,0,1,0,25
3_1194.png,0,0,3,0,15
3_1195.png,0,1,3,0,21
3_1196.png,0,0,3,0,11
3_1197.png,0,0,3,0,28
3_1198.png,0,0,5,0,22
3_1199.png,0,0,6,0,11
3_12.png,16,1,6,0,0
3_120.png,0,2,2,0,50
3_1200.png,0,1,3,0,30
3_1201.png,0,2,13,0,16
3_1202.png,0,1,13,0,20
3_1203.png,0,2,5,0,16
3_1204.png,0,12,6,0,26
3_1205.png,0,26,15,0,10
3_1206.png,0,10,30,0,5
3_1207.png,0,2,12,0,0
3_1208.png,0,1,19,0,0
3_1209.png,0,0,16,0,0
3_121.png,0,0,6,0,30
3_1210.png,0,2,16,0,0
3_1211.png,11,1,9,0,0
3_1212.png,10,2,1,0,0
3_1213.png,18,1,2,0,0
3_1214.png,10,0,0,0,0
3_1215.png,15,2,0,0,0
3_1216.png,15,2,7,0,0
3_1217.png,13,2,0,0,0
3_1218.png,9,0,1,0,0
3_1219.png,16,0,1,0,0
3_122.png,0,0,6,0,9
3_1220.png,11,0,0,0,0
3_1221.png,13,1,3,0,0
3_1222.png,21,0,0,0,0
3_1223.png,17,1,0,0,0
3_1224.png,17,2,0,0,0
3_1225.png,13,6,0,0,0
3_1226.png,17,7,0,0,0
3_1227.png,15,3,1,0,0
3_1228.png,17,5,11,0,0
3_1229.png,18,8,1,0,0
3_123.png,0,7,15,0,37
3_1230.png,21,8,0,0,0
3_1231.png,6,14,6,0,0
3_1232.png,16,10,1,0,0
3_1233.png,23,3,1,0,0
3_1234.png,10,14,11,0,0
3_1235.png,11,14,3,0,0
3_1236.png,36,0,0,0,0
3_1237.png,65,0,0,0,0
3_1238.png,52,0,3,1,0
3_1239.png,0,17,1,0,0
3_124.png,0,0,8,0,28
3_1240.png,11,10,3,0,0
3_1241.png,69,0,0,5,0
3_1242.png,48,0,1,1,0
3_1243.png,2,8,6,0,0
3_1244.png,56,0,2,0,0
3_1245.png,0,20,6,0,0
3_1246.png,15,12,1,0,0
3_1247.png,1,20,4,0,0
3_1248.png,8,1,8,0,0
3_1249.png,4,3,10,0,0
3_125.png,0,2,6,0,34
3_1250.png,12,1,2,0,0
3_1251.png,7,0,1,0,0
3_1252.png,8,4,1,0,0
3_1253.png,13,0,2,0,0
3_1254.png,10,0,4,0,0
3_1255.png,4,3,6,0,0
3_1256.png,9,1,2,0,0
3_1257.png,13,4,4,0,0
3_1258.png,10,1,8,0,0
3_1259.png,15,3,3,0,0
3_126.png,0,0,7,0,24
3_1260.png,10,1,3,0,0
3_1261.png,8,2,4,0,0
3_1262.png,9,3,7,0,0
3_1263.png,3,2,6,0,0
3_1264.png,6,1,7,0,0
3_1265.png,5,2,4,0,0
3_1266.png,0,0,2,0,0
3_1267.png,1,3,4,0,0
3_1268.png,3,3,10,0,0
3_1269.png,17,5,5,0,0
3_127.png,0,1,6,0,30
3_1270.png,18,0,0,0,0
3_1271.png,14,0,1,0,0
3_1272.png,17,0,0,0,0
3_1273.png,13,0,0,0,0
3_1274.png,10,0,1,0,0
3_1275.png,19,0,1,0,0
3_1276.png,8,0,1,0,0
3_1277.png,20,0,3,0,0
3_1278.png,21,0,0,0,0
3_1279.png,16,0,0,0,0
3_128.png,0,0,11,0,5
3_1280.png,9,0,1,0,0
3_1281.png,20,0,0,0,0
3_1282.png,13,0,0,0,0
3_1283.png,18,0,1,0,0
3_1284.png,17,0,2,0,0
3_1285.png,14,0,1,0,0
3_1286.png,16,0,0,0,0
3_1287.png,17,2,8,0,0
3_1288.png,18,2,0,0,0
3_1289.png,0,8,6,0,0
3_129.png,0,0,4,0,46
3_1290.png,26,3,1,0,0
3_1291.png,0,0,12,0,0
3_1292.png,0,1,8,0,0
3_1293.png,0,5,17,0,0
3_1294.png,5,6,14,0,0
3_1295.png,0,7,7,0,0
3_1296.png,0,3,16,0,0
3_1297.png,0,1,5,0,18
3_1298.png,0,0,3,0,22
3_1299.png,0,1,7,0,52
3_13.png,4,0,7,0,0
3_130.png,7,1,4,0,0
3_1300.png,0,0,1,0,5
3_1301.png,0,1,8,0,14
3_1302.png,0,4,25,0,7
3_1303.png,0,3,0,0,6
3_1304.png,0,4,16,0,16
3_1305.png,0,6,19,0,0
3_1306.png,0,1,8,0,15
3_1307.png,0,0,0,0,0
3_1308.png,0,1,5,0,27
3_1309.png,0,0,11,0,24
3_131.png,12,0,2,0,0
3_1310.png,0,4,13,0,16
3_1311.png,0,9,24,0,0
3_1312.png,0,0,0,0,15
3_1313.png,0,2,5,0,0
3_1314.png,0,2,20,0,15
3_1315.png,9,1,10,0,0
3_1316.png,2,0,13,0,0
3_1317.png,17,2,10,0,0
3_1318.png,3,3,10,0,0
3_1319.png,3,3,15,0,0
3_132.png,0,2,1,0,26
3_1320.png,4,0,8,0,0
3_1321.png,0,0,6,0,0
3_1322.png,12,0,11,0,0
3_1323.png,9,0,14,0,0
3_1324.png,47,0,0,0,0
3_1325.png,47,0,3,0,0
3_1326.png,38,0,2,0,0
3_1327.png,49,0,2,0,0
3_1328.png,38,0,8,0,0
3_1329.png,5,1,8,0,0
3_133.png,0,0,0,0,47
3_1330.png,10,0,13,0,0
3_1331.png,8,0,11,0,0
3_1332.png,3,9,15,0,0
3_1333.png,21,9,5,0,0
3_1334.png,0,3,22,0,0
3_1335.png,39,0,2,0,0
3_1336.png,35,6,2,0,0
3_1337.png,0,27,17,0,0
3_1338.png,24,6,5,0,0
3_1339.png,39,2,0,0,0
3_134.png,0,0,5,0,22
3_1340.png,19,24,6,0,0
3_1341.png,0,28,21,0,0
3_1342.png,0,3,30,0,0
3_1343.png,36,0,0,0,0
3_1344.png,0,49,9,0,0
3_1345.png,7,2,17,0,0
3_1346.png,6,7,14,0,0
3_1347.png,17,4,9,0,0
3_1348.png,34,1,2,0,0
3_1349.png,6,5,9,0,0
3_135.png,0,2,8,0,14
3_1350.png,0,20,21,0,36
3_1351.png,0,6,16,0,38
3_1352.png,0,52,30,0,12
3_1353.png,0,20,17,0,29
3_1354.png,0,1,4,0,8
3_1355.png,106,0,0,0,0
3_1356.png,41,3,4,0,0
3_1357.png,38,1,0,75,0
3_1358.png,30,0,0,57,0
3_1359.png,0,0,0,0,5
3_136.png,0,0,0,0,25
3_1360.png,0,28,28,0,19
3_1361.png,0,0,0,0,3
3_1362.png,0,8,20,0,13
3_1363.png,0,11,13,0,12
3_1364.png,0,2,2,0,0
3_1365.png,0,61,86,0,0
3_1366.png,37,0,5,0,0
3_1367.png,43,1,1,0,0
3_1368.png,51,1,31,0,0
3_1369.png,27,10,39,0,0
3_137.png,0,0,1,0,35
3_1370.png,59,11,28,0,0
3_1371.png,16,3,37,0,0
3_1372.png,0,4,24,0,0
3_1373.png,0,2,20,0,0
3_1374.png,0,1,19,0,0
3_1375.png,14,0,0,9,0
3_1376.png,11,0,18,0,0
3_1377.png,23,0,2,3,0
3_1378.png,32,0,2,5,0
3_1379.png,23,0,1,2,0
3_138.png,9,6,3,0,0
3_1380.png,28,0,0,2,0
3_1381.png,24,0,0,7,0
3_1382.png,10,22,38,0,0
3_1383.png,23,17,32,0,0
3_1384.png,13,3,34,0,0
3_1385.png,0,25,4,0,0
3_1386.png,0,10,14,0,0
3_1387.png,0,5,26,0,0
3_1388.png,0,4,13,0,0
3_1389.png,0,4,9,0,0
3_139.png,9,5,0,0,0
3_1390.png,0,7,19,0,0
3_1391.png,0,9,0,0,0
3_1392.png,0,0,5,0,0
3_1393.png,25,0,0,0,0
3_1394.png,0,8,11,0,0
3_1395.png,0,5,17,0,0
3_1396.png,0,9,37,0,0
3_1397.png,0,7,21,0,0
3_1398.png,29,0,0,0,0
3_1399.png,28,0,1,0,0
3_14.png,5,3,2,0,0
3_140.png,1,8,9,0,0
3_1400.png,32,2,5,0,0
3_1401.png,25,1,2,0,0
3_1402.png,26,4,0,0,0
3_1403.png,0,3,3,0,0
3_1404.png,0,3,14,0,0
3_1405.png,0,1,0,0,0
3_1406.png,0,0,17,0,0
3_1407.png,0,1,2,0,0
3_1408.png,15,0,0,0,0
3_1409.png,14,0,0,0,0
3_141.png,7,14,3,0,0
3_1410.png,13,3,2,0,0
3_1411.png,16,0,0,0,0
3_1412.png,6,0,0,0,0
3_1413.png,8,0,0,0,0
3_1414.png,9,0,0,0,0
3_1415.png,24,0,0,0,0
3_1416.png,18,1,0,0,0
3_1417.png,22,0,1,0,0
3_1418.png,17,0,0,0,0
3_1419.png,16,0,0,0,0
3_142.png,7,15,9,0,0
3_1420.png,0,0,0,0,3
3_1421.png,0,0,0,0,5
3_1422.png,0,0,0,0,4
3_1423.png,0,0,0,0,6
3_1424.png,0,0,2,0,5
3_1425.png,0,0,0,0,6
3_1426.png,0,0,2,0,2
3_1427.png,0,0,1,0,1
3_1428.png,0,0,1,0,2
3_1429.png,0,0,7,0,0
3_143.png,0,0,6,0,0
3_1430.png,0,0,2,0,0
3_1431.png,0,2,8,0,0
3_1432.png,0,0,4,0,0
3_1433.png,11,0,0,0,0
3_1434.png,8,0,0,0,0
3_1435.png,9,0,0,0,0
3_1436.png,17,1,1,0,0
3_1437.png,1,0,3,0,0
3_1438.png,0,0,0,0,0
3_1439.png,16,0,1,0,0
3_144.png,0,0,8,0,9
3_1440.png,24,1,1,0,0
3_1441.png,9,0,5,0,0
3_1442.png,3,0,5,0,0
3_1443.png,16,2,0,0,0
3_1444.png,5,3,0,0,0
3_1445.png,3,5,4,0,0
3_1446.png,6,6,4,0,0
3_1447.png,9,5,3,0,0
3_1448.png,16,0,7,0,0
3_1449.png,13,1,6,0,0
3_145.png,0,1,10,0,9
3_1450.png,24,1,4,0,0
3_1451.png,14,0,2,0,0
3_1452.png,9,0,6,0,0
3_1453.png,11,2,5,0,0
3_1454.png,21,0,3,0,0
3_1455.png,1,6,5,0,0
3_1456.png,0,10,3,0,0
3_1457.png,0,2,2,0,0
3_1458.png,0,12,3,5,0
3_1459.png,0,2,9,0,0
3_146.png,0,0,0,0,50
3_1460.png,0,1,0,0,0
3_1461.png,1,0,0,0,0
3_1462.png,0,1,1,0,0
3_1463.png,1,3,5,0,0
3_1464.png,1,1,11,0,0
3_1465.png,3,2,5,0,0
3_1466.png,1,0,0,0,0
3_1467.png,12,1,5,0,0
3_1468.png,0,0,3,0,0
3_1469.png,0,0,2,0,0
3_147.png,0,0,2,0,44
3_1470.png,0,0,5,0,0
3_1471.png,0,0,2,0,0
3_1472.png,0,0,2,0,0
3_1473.png,0,7,25,0,2
3_1474.png,0,14,24,0,0
3_1475.png,0,7,20,0,6
3_1476.png,0,0,6,0,0
3_1477.png,0,0,10,0,0
3_1478.png,1,1,8,0,0
3_1479.png,4,3,15,0,0
3_148.png,0,2,5,0,27
3_1480.png,0,0,4,0,0
3_1481.png,2,4,12,0,0
3_1482.png,15,0,1,0,0
3_1483.png,3,0,5,0,0
3_1484.png,3,2,19,0,0
3_1485.png,0,0,23,0,0
3_1486.png,5,4,13,0,0
3_1487.png,0,1,7,0,0
3_1488.png,0,0,13,0,0
3_1489.png,0,1,3,0,7
3_149.png,0,1,2,0,22
3_1490.png,0,4,2,0,6
3_1491.png,0,3,2,0,16
3_1492.png,0,1,1,0,13
3_1493.png,0,4,7,0,9
3_1494.png,0,12,5,0,0
3_1495.png,0,0,5,0,0
3_1496.png,0,0,4,0,0
3_1497.png,0,0,9,0,0
3_1498.png,0,0,4,0,0
3_1499.png,0,0,10,0,0
3_15.png,9,0,8,0,0
3_150.png,0,0,3,0,42
3_1500.png,0,3,6,0,0
3_1501.png,16,1,21,0,0
3_1502.png,32,0,9,0,0
3_1503.png,20,1,8,0,0
3_1504.png,33,0,5,0,0
3_1505.png,32,0,4,0,0
3_1506.png,0,0,0,0,0
3_1507.png,0,0,0,0,0
3_1508.png,0,0,0,0,0
3_1509.png,0,0,0,0,0
3_151.png,1,0,2,0,0
3_1510.png,0,0,0,0,0
3_1511.png,0,0,0,0,0
3_1512.png,12,18,7,0,0
3_1513.png,9,13,14,0,0
3_1514.png,2,16,22,0,0
3_1515.png,27,3,1,0,0
3_1516.png,17,8,7,0,0
3_1517.png,23,0,5,0,0
3_1518.png,0,0,0,0,0
3_1519.png,0,0,0,0,0
3_152.png,4,0,3,0,0
3_1520.png,0,13,20,0,0
3_1521.png,0,0,2,0,0
3_1522.png,0,0,2,0,0
3_1523.png,0,0,0,0,0
3_1524.png,12,3,2,0,0
3_1525.png,0,26,10,0,0
3_1526.png,11,0,1,0,0
3_1527.png,0,40,17,0,0
3_1528.png,4,50,17,0,0
3_1529.png,0,59,10,0,0
3_153.png,1,0,5,0,0
3_1530.png,0,37,23,0,0
3_1531.png,0,38,12,0,0
3_1532.png,15,0,3,0,0
3_1533.png,21,0,3,0,0
3_1534.png,12,4,4,0,0
3_1535.png,9,2,7,0,0
3_1536.png,1,5,13,0,0
3_1537.png,0,7,15,0,0
3_1538.png,1,17,12,0,0
3_1539.png,0,19,16,0,0
3_154.png,3,0,1,0,0
3_1540.png,0,22,25,0,0
3_1541.png,0,17,27,0,0
3_1542.png,0,48,18,0,0
3_1543.png,1,19,14,0,0
3_1544.png,0,16,19,0,0
3_1545.png,1,8,18,0,0
3_1546.png,3,26,12,0,0
3_1547.png,0,6,16,0,0
3_1548.png,0,11,11,0,0
3_1549.png,0,4,8,0,0
3_155.png,3,0,0,0,0
3_1550.png,0,0,8,0,15
3_1551.png,0,0,4,0,18
3_1552.png,0,1,12,0,0
3_1553.png,13,0,6,0,0
3_1554.png,20,0,10,0,0
3_1555.png,8,0,22,0,0
3_1556.png,21,0,3,0,0
3_1557.png,17,1,6,0,0
3_1558.png,15,2,5,0,0
3_1559.png,10,0,3,0,0
3_156.png,0,1,0,0,0
3_1560.png,10,1,25,0,0
3_1561.png,2,5,31,0,0
3_1562.png,12,4,21,0,0
3_1563.png,0,1,10,0,0
3_1564.png,0,6,4,0,0
3_1565.png,2,6,14,0,0
3_1566.png,0,0,0,0,0
3_1567.png,0,0,0,0,0
3_1568.png,0,0,0,0,0
3_1569.png,0,0,0,0,0
3_157.png,0,4,11,0,15
3_1570.png,0,0,0,0,0
3_1571.png,0,0,0,0,0
3_1572.png,0,0,0,0,0
3_1573.png,0,2,29,0,0
3_1574.png,0,0,14,0,0
3_1575.png,0,0,22,0,0
3_1576.png,0,0,20,0,0
3_1577.png,0,1,22,0,0
3_1578.png,0,0,26,0,0
3_1579.png,0,0,16,0,0
3_158.png,0,1,3,0,0
3_1580.png,31,0,0,0,0
3_1581.png,28,0,1,0,0
3_1582.png,12,1,10,0,0
3_1583.png,25,0,1,0,0
3_1584.png,29,0,0,0,0
3_1585.png,23,0,0,0,0
3_1586.png,26,1,2,0,0
3_1587.png,31,0,1,0,0
3_1588.png,21,2,13,0,0
3_1589.png,23,0,6,0,0
3_159.png,2,0,3,0,0
3_1590.png,30,1,0,0,0
3_1591.png,32,0,0,0,0
3_1592.png,29,0,0,0,0
3_1593.png,27,0,0,0,0
3_1594.png,31,1,0,0,0
3_1595.png,0,0,18,0,0
3_1596.png,0,1,11,0,0
3_1597.png,0,1,14,0,0
3_1598.png,0,0,14,0,0
3_1599.png,0,0,21,0,0
3_16.png,12,2,1,0,0
3_160.png,0,0,6,0,0
3_1600.png,0,0,18,0,0
3_1601.png,0,0,13,0,0
3_1602.png,0,2,16,0,0
3_1603.png,0,0,13,0,0
3_1604.png,0,0,9,0,0
3_1605.png,0,0,9,0,0
3_1606.png,0,0,10,0,0
3_1607.png,0,0,3,0,0
3_1608.png,0,0,6,0,0
3_1609.png,0,0,5,0,0
3_161.png,2,0,2,0,0
3_1610.png,0,0,12,0,0
3_1611.png,0,0,0,0,0
3_1612.png,0,0,1,0,0
3_1613.png,0,1,6,0,8
3_1614.png,0,0,4,0,32
3_1615.png,0,1,4,0,0
3_1616.png,0,0,7,0,1
3_1617.png,0,0,7,0,0
3_1618.png,10,1,9,0,0
3_1619.png,7,3,17,0,0
3_162.png,0,0,5,0,0
3_1620.png,0,5,17,0,0
3_1621.png,0,0,12,0,0
3_1622.png,45,0,0,0,0
3_1623.png,18,1,8,0,0
3_1624.png,26,0,10,0,0
3_1625.png,42,0,1,0,0
3_1626.png,13,7,10,0,0
3_1627.png,3,5,17,0,0
3_1628.png,18,0,0,0,0
3_1629.png,20,0,0,0,0
3_163.png,0,3,11,0,25
3_1630.png,25,0,0,0,0
3_1631.png,15,1,0,0,0
3_1632.png,16,0,0,0,0
3_1633.png,26,0,0,0,0
3_1634.png,25,0,1,0,0
3_1635.png,0,0,0,0,0
3_1636.png,0,0,0,0,0
3_1637.png,21,0,0,0,0
3_1638.png,16,0,0,0,0
3_1639.png,20,0,3,0,0
3_164.png,0,2,7,0,17
3_1640.png,0,1,6,0,0
3_1641.png,0,0,3,0,0
3_1642.png,0,1,11,0,0
3_1643.png,0,1,6,0,0
3_1644.png,0,1,9,0,0
3_1645.png,0,0,0,0,0
3_1646.png,0,0,0,0,0
3_1647.png,0,0,0,0,0
3_1648.png,0,0,0,0,0
3_1649.png,80,1,7,0,0
3_165.png,0,1,17,0,0
3_1650.png,71,0,10,0,0
3_1651.png,85,0,6,0,0
3_1652.png,21,0,6,0,0
3_1653.png,18,0,20,0,0
3_1654.png,15,1,21,0,0
3_1655.png,20,2,8,0,0
3_1656.png,7,1,25,0,0
3_1657.png,24,1,15,0,0
3_1658.png,13,0,15,0,0
3_1659.png,13,3,8,0,0
3_166.png,0,0,3,0,57
3_1660.png,31,1,7,0,0
3_1661.png,9,0,10,0,0
3_1662.png,24,0,5,0,0
3_1663.png,25,1,3,0,0
3_1664.png,0,0,0,0,0
3_1665.png,0,0,0,0,0
3_1666.png,0,0,0,0,0
3_1667.png,0,0,0,0,0
3_1668.png,0,0,0,0,0
3_1669.png,0,0,0,0,0
3_167.png,0,2,6,0,41
3_1670.png,0,0,0,0,0
3_1671.png,38,0,0,0,0
3_1672.png,45,1,0,0,0
3_1673.png,68,1,0,0,0
3_1674.png,38,2,13,0,0
3_1675.png,17,11,9,0,0
3_1676.png,19,1,16,0,0
3_1677.png,2,5,30,0,0
3_1678.png,36,1,0,0,0
3_1679.png,0,0,14,0,0
3_168.png,0,4,10,0,41
3_1680.png,0,0,3,0,0
3_1681.png,22,1,0,0,0
3_1682.png,39,1,0,0,0
3_1683.png,30,0,0,0,0
3_1684.png,28,8,0,0,0
3_1685.png,27,14,3,0,0
3_1686.png,29,1,1,0,0
3_1687.png,33,8,2,0,0
3_1688.png,32,2,1,0,0
3_1689.png,26,4,2,0,0
3_169.png,0,1,1,0,54
3_1690.png,24,11,4,0,0
3_1691.png,31,5,3,0,0
3_1692.png,0,25,23,0,0
3_1693.png,0,0,30,0,0
3_1694.png,0,56,10,0,0
3_1695.png,3,59,16,0,0
3_1696.png,41,0,0,0,0
3_1697.png,53,0,0,0,0
3_1698.png,53,0,0,0,0
3_1699.png,42,0,0,0,0
3_17.png,17,0,0,0,0
3_170.png,0,0,11,0,29
3_1700.png,38,0,0,0,0
3_1701.png,0,0,0,0,7
3_1702.png,0,5,4,0,12
3_1703.png,0,2,5,0,12
3_1704.png,0,2,2,0,12
3_1705.png,0,0,3,0,19
3_1706.png,0,0,2,0,9
3_1707.png,0,4,4,0,22
3_1708.png,0,0,1,0,11
3_1709.png,0,7,7,0,3
3_171.png,0,0,12,0,56
3_1710.png,0,7,3,0,9
3_1711.png,0,10,7,0,7
3_1712.png,0,6,3,0,11
3_1713.png,0,10,3,0,11
3_1714.png,0,0,0,0,8
3_1715.png,0,6,5,0,10
3_1716.png,0,10,5,0,6
3_1717.png,0,0,1,0,9
3_1718.png,0,4,4,0,9
3_1719.png,0,0,1,0,7
3_172.png,0,3,9,0,29
3_1720.png,0,4,5,0,10
3_1721.png,0,4,7,0,10
3_1722.png,0,17,3,0,5
3_1723.png,0,0,6,0,11
3_1724.png,0,0,10,0,12
3_1725.png,1,12,8,0,1
3_1726.png,0,14,11,0,0
3_1727.png,0,15,11,0,2
3_1728.png,0,16,7,0,0
3_1729.png,0,0,0,0,2
3_173.png,0,4,9,0,37
3_1730.png,12,7,6,1,2
3_1731.png,35,0,0,0,0
3_1732.png,0,20,3,0,0
3_1733.png,0,15,3,0,0
3_1734.png,0,1,1,0,21
3_1735.png,0,9,16,0,2
3_1736.png,0,5,3,0,7
3_1737.png,0,0,5,0,17
3_1738.png,0,5,14,0,6
3_1739.png,0,0,0,0,13
